,player,xG,npxG,npG,goals,xA,assists,key_passes,shots,xGChain,xGBuildup,minutes,team_xGA,points,team_goals_conceded,team_goals_scored,yellow_cards,red_cards,saves,opponent,opponent_attack_strength,opponent_defense_strength
599,Jarrod Bowen,0.0622660368680954,0.0622660368680954,0,0,0.18559584021568298,0,2,1,0.33646148443222046,0.1431572437286377,83,0.395668,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1090.0,1080.0
600,Jarrod Bowen,0.019017457962036133,0.019017457962036133,0,0,0.2698482275009155,0,1,1,0.3340391218662262,0.04517343267798424,75,0.371045,3.0,0.0,1.0,0.0,0.0,0.0,7.0,1130.0,1200.0
601,Jarrod Bowen,0,0,0,0,0,0,0,0,0,0,17,0.670996,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1030.0,1110.0
602,Jarrod Bowen,0.04034589231014252,0.04034589231014252,0,0,0,0,0,1,0.03244400396943092,0.03244400396943092,47,1.50551,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1190.0,1130.0
603,Jarrod Bowen,0,0,0,0,0,0,0,0,0.08175823092460632,0.08175823092460632,90,2.41157,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1260.0,1250.0
604,Jarrod Bowen,0.045193519443273544,0.045193519443273544,0,0,0,0,0,2,0.045193519443273544,0,82,1.09108,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1120.0,1020.0
605,Jarrod Bowen,0.14966705441474915,0.14966705441474915,0,0,0.27665507793426514,1,4,3,0.3669397234916687,0,86,1.56644,5.0,1.0,2.0,0.0,0.0,0.0,10.0,1060.0,1210.0
606,Jarrod Bowen,0.4693852961063385,0.4693852961063385,0,0,0.29399582743644714,0,2,5,0.9198765158653259,0.1564953774213791,77,1.78708,2.0,2.0,1.0,0.0,0.0,0.0,13.0,1280.0,1310.0
607,Jarrod Bowen,0.17151524126529694,0.17151524126529694,1,1,0.2900141179561615,1,2,2,0.2368025779724121,0,80,2.39051,13.0,1.0,2.0,0.0,0.0,0.0,2.0,1140.0,1100.0
608,Jarrod Bowen,0.3536876440048218,0.3536876440048218,0,0,0.18294574320316315,0,3,4,1.0974359512329102,0.7071607708930969,90,0.692374,3.0,0.0,1.0,0.0,0.0,0.0,15.0,1020.0,1000.0
609,Jarrod Bowen,0.11724486202001572,0.11724486202001572,0,0,0.3107781708240509,0,1,4,0.43380212783813477,0.34240320324897766,72,1.84922,3.0,0.0,1.0,0.0,0.0,0.0,8.0,1110.0,1060.0
610,Jarrod Bowen,0,0,0,0,0,0,0,0,0,0,90,1.56302,2.0,2.0,1.0,0.0,0.0,0.0,11.0,1190.0,1300.0
611,Jarrod Bowen,0,0,0,0,0,0,0,0,0.12019957602024078,0.12019957602024078,70,0.892456,2.0,1.0,1.0,0.0,0.0,0.0,12.0,1320.0,1350.0
612,Jarrod Bowen,0.04215029999613762,0.04215029999613762,0,0,0.11299633234739304,0,1,1,0.17367292940616608,0.06067659333348274,90,1.77602,2.0,3.0,3.0,0.0,0.0,0.0,17.0,1130.0,1250.0
613,Jarrod Bowen,0.7067402601242065,0.7067402601242065,1,1,0.13047415018081665,0,1,3,0.8602318167686462,0.15349158644676208,89,0.456022,8.0,0.0,3.0,0.0,0.0,0.0,9.0,1190.0,1150.0
614,Jarrod Bowen,1.26090669631958,1.26090669631958,2,2,0,0,0,3,1.2055763006210327,0,89,0.385152,15.0,0.0,4.0,0.0,0.0,0.0,20.0,1130.0,1120.0
615,Jarrod Bowen,0.20535731315612793,0.20535731315612793,0,0,0,0,0,4,0.7850954532623291,0.5797381401062012,84,1.32902,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1130.0,1220.0
616,Jarrod Bowen,0.07559920102357864,0.07559920102357864,0,0,0,0,0,1,0.12516295909881592,0.049563754349946976,90,1.65911,2.0,2.0,0.0,0.0,0.0,0.0,14.0,1060.0,1110.0
617,Edinson Cavani,0.9194797873497009,0.9194797873497009,1,1,0,0,0,1,1.3624069690704346,0.44292718172073364,43,0.959804,6.0,1.0,3.0,0.0,0.0,0.0,4.0,1090.0,1080.0
618,Edinson Cavani,0.40147706866264343,0.40147706866264343,1,1,0.11448375135660172,0,2,2,0.6724790334701538,0.18307305872440338,90,0.921801,11.0,1.0,3.0,1.0,1.0,0.0,17.0,1130.0,1250.0
619,Edinson Cavani,0,0,0,0,0,0,0,0,0.015784233808517456,0.015784233808517456,84,1.41071,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1190.0,1130.0
620,Edinson Cavani,0.1783539205789566,0.1783539205789566,0,0,0.07781993597745895,0,1,2,0.10240545868873596,0,76,0.742397,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1030.0,1010.0
621,Edinson Cavani,0,0,0,0,0,0,0,0,0.042948633432388306,0.042948633432388306,90,0.945964,2.0,1.0,1.0,0.0,0.0,0.0,18.0,1040.0,1050.0
622,Edinson Cavani,0.5961853861808777,0.5961853861808777,1,1,0.4562495946884155,0,2,2,1.2746022939682007,0.3337900936603546,90,1.5571,8.0,3.0,3.0,0.0,0.0,0.0,7.0,1100.0,1140.0
623,Edinson Cavani,0.38206419348716736,0.38206419348716736,1,1,0,0,0,1,0.4661267399787903,0.08406257629394531,48,0.507893,5.0,0.0,9.0,0.0,0.0,0.0,16.0,1110.0,1160.0
624,Edinson Cavani,1.0695462226867676,1.0695462226867676,0,0,0.016205167397856712,0,1,2,1.0857512950897217,0,90,0.747166,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1130.0,1220.0
625,Edinson Cavani,0.06367684155702591,0.06367684155702591,0,0,0,0,0,1,0.06367684155702591,0,21,0.689548,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1070.0,1010.0
626,Edinson Cavani,0.9144340753555298,0.9144340753555298,1,1,0,0,0,2,0.9144340753555298,0,90,0.753669,7.0,1.0,2.0,0.0,0.0,0.0,8.0,1150.0,1040.0
627,Edinson Cavani,0,0,0,0,0,0,0,0,0.48609915375709534,0.48609915375709534,29,1.20205,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1190.0,1300.0
628,Edinson Cavani,0.29515376687049866,0.29515376687049866,0,0,0.400456041097641,0,2,3,0.706809937953949,0.09373006224632263,90,0.648582,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1040.0,1040.0
629,Edinson Cavani,1.0739696025848389,1.0739696025848389,0,0,0,0,0,2,1.0739696025848389,0,90,0.411046,2.0,0.0,1.0,0.0,0.0,0.0,20.0,1130.0,1120.0
630,Edinson Cavani,0,0,0,0,0.40202316641807556,1,1,0,0.40202316641807556,0,14,1.0396,4.0,1.0,2.0,0.0,0.0,0.0,9.0,1190.0,1150.0
631,Edinson Cavani,0.40632274746894836,0.40632274746894836,0,0,0,0,0,2,0.47069042921066284,0.06436768919229507,17,1.63467,1.0,1.0,6.0,0.0,0.0,0.0,10.0,1150.0,1170.0
632,Edinson Cavani,0,0,0,0,0,0,0,0,0,0,47,2.53006,1.0,1.0,3.0,0.0,0.0,0.0,19.0,1140.0,1260.0
633,Edinson Cavani,0.7482427358627319,0.7482427358627319,2,2,0.2874872386455536,1,1,4,0.44592344760894775,0.2874872386455536,42,0.498783,15.0,0.0,3.0,0.0,0.0,0.0,16.0,1030.0,1110.0
634,Edinson Cavani,0.15441666543483734,0.15441666543483734,0,0,0,0,0,2,0.7039281129837036,0.5631503462791443,26,0.438646,0.0,0.0,1.0,1.0,1.0,0.0,18.0,1000.0,1040.0
635,Edinson Cavani,0.41813090443611145,0.41813090443611145,1,1,0,0,0,1,0.41813090443611145,0,4,0.376464,5.0,0.0,3.0,0.0,0.0,0.0,7.0,1130.0,1200.0
636,Edinson Cavani,0,0,0,0,0,0,0,0,0,0,15,0.998072,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1150.0,1210.0
637,Edinson Cavani,0.16622468829154968,0.16622468829154968,0,0,0,0,0,2,0.12405449151992798,0,31,0.219906,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1300.0,1310.0
638,Neal Maupay,0.04831428825855255,0.04831428825855255,0,0,0.07166218012571335,0,1,1,0.1199764683842659,0,14,0.807348,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1260.0,1250.0
639,Neal Maupay,0.24482578039169312,0.24482578039169312,0,0,0.06788355112075806,0,3,3,0.4416603446006775,0.12895101308822632,88,0.306287,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1100.0,1140.0
640,Neal Maupay,0,0,0,0,0.4595474302768707,0,1,0,0.4595474302768707,0,90,1.73474,2.0,2.0,1.0,0.0,0.0,0.0,13.0,1250.0,1240.0
641,Neal Maupay,0.28275972604751587,0.28275972604751587,1,1,0.13426746428012848,0,2,2,0.4985882639884949,0.22889088094234467,90,0.100945,8.0,0.0,3.0,0.0,0.0,0.0,14.0,1060.0,1110.0
642,Neal Maupay,0.039514049887657166,0.039514049887657166,0,0,0,0,0,1,0.039514049887657166,0,90,1.03495,2.0,1.0,2.0,0.0,0.0,0.0,16.0,1030.0,1110.0
643,Neal Maupay,0.07566017657518387,0.07566017657518387,0,0,0.3800892233848572,1,1,1,0.45574939250946045,0,79,1.03801,5.0,1.0,1.0,0.0,0.0,0.0,9.0,1150.0,1230.0
644,Neal Maupay,0.2620753049850464,0.2620753049850464,0,0,0.13484321534633636,0,2,3,0.39691853523254395,0.059820350259542465,90,0.687091,2.0,1.0,0.0,0.0,0.0,0.0,18.0,1040.0,1050.0
645,Neal Maupay,0.08434881269931793,0.08434881269931793,0,0,0.6883695125579834,0,3,2,0.8539955615997314,0.1572442352771759,90,0.179886,2.0,2.0,1.0,0.0,0.0,0.0,6.0,1120.0,1020.0
646,Neal Maupay,0.30637386441230774,0.30637386441230774,0,0,0.14825023710727692,0,2,3,0.5336321592330933,0.07900803536176682,81,0.144036,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1140.0,1100.0
647,Neal Maupay,0.16557344794273376,0.16557344794273376,0,0,0.04944111406803131,0,1,2,0.21501456201076508,0,63,1.88934,2.0,1.0,1.0,0.0,0.0,0.0,4.0,1040.0,1040.0
648,Neal Maupay,0.11416759341955185,0.11416759341955185,0,0,0.08981767296791077,0,1,2,0.16122621297836304,0.08981767296791077,84,1.09518,2.0,0.0,1.0,0.0,0.0,0.0,11.0,1190.0,1300.0
649,Neal Maupay,0.15284553170204163,0.15284553170204163,0,0,0.1785581111907959,0,2,1,0.4565967321395874,0.12519308924674988,80,0.372524,1.0,0.0,1.0,1.0,1.0,0.0,17.0,1170.0,1290.0
650,Neal Maupay,1.0801374912261963,1.0801374912261963,0,0,0.6645136475563049,0,2,4,1.8743388652801514,0.12968775629997253,90,0.513226,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1110.0,1060.0
651,Neal Maupay,0.7786245942115784,0.7786245942115784,1,1,0.08848046511411667,0,1,2,0.8671050667762756,0,83,0.245193,9.0,0.0,1.0,0.0,0.0,0.0,10.0,1060.0,1210.0
652,Neal Maupay,0.03404511511325836,0.03404511511325836,0,0,0,0,0,1,0.03404511511325836,0,21,2.90855,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1280.0,1340.0
653,Neal Maupay,0.8187599182128906,0.05759107694029808,0,1,0,0,0,3,0.11907441914081573,0.06148334592580795,90,1.81856,7.0,3.0,3.0,0.0,0.0,0.0,20.0,1130.0,1120.0
654,Neal Maupay,0,0,0,0,0,0,0,0,0,0,23,1.31394,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1150.0,1210.0
655,Neal Maupay,0.5204974412918091,0.5204974412918091,1,1,0,0,0,3,0.5973675847053528,0.1199340969324112,90,1.38877,7.0,2.0,2.0,0.0,0.0,0.0,19.0,1140.0,1260.0
656,Neal Maupay,0.5070779323577881,0.5070779323577881,0,0,0.07969945669174194,0,1,2,0.4909537732601166,0.02528352290391922,69,1.03713,2.0,1.0,1.0,0.0,0.0,0.0,15.0,1070.0,1010.0
657,Neal Maupay,0.13718202710151672,0.13718202710151672,0,0,0,0,0,2,0.21139293909072876,0.15710990130901337,90,1.64351,2.0,3.0,0.0,0.0,0.0,0.0,9.0,1190.0,1150.0
658,Neal Maupay,0.08874586969614029,0.08874586969614029,0,0,0.05421234667301178,0,1,1,0.14295822381973267,0,25,1.34801,1.0,1.0,1.0,0.0,0.0,0.0,16.0,1110.0,1160.0
659,Neal Maupay,0.7611688375473022,0,0,0,0.3095676600933075,0,1,1,0.3095676600933075,0,25,0.28109,-1.0,0.0,1.0,0.0,0.0,0.0,11.0,1210.0,1230.0
660,Neal Maupay,0.8932493925094604,0.8932493925094604,0,0,0,0,0,3,1.3625235557556152,0.46927422285079956,81,1.76514,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1120.0,1080.0
661,Neal Maupay,0.17299261689186096,0.17299261689186096,0,0,0,0,0,2,0.6272850632667542,0.4542924463748932,90,0.326933,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1090.0,1080.0
662,Neal Maupay,0.4066617488861084,0.4066617488861084,0,0,0,0,0,1,0.4066617488861084,0,90,0.295654,2.0,1.0,1.0,0.0,0.0,0.0,18.0,1000.0,1040.0
663,Neal Maupay,0.423518568277359,0.423518568277359,0,0,0.07249096035957336,0,1,6,0.5482516288757324,0.05224207788705826,90,0.761169,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1030.0,1010.0
664,Neal Maupay,0.8818138837814331,0.8818138837814331,1,1,0,0,0,3,0.8818138837814331,0,90,2.34034,6.0,4.0,2.0,0.0,0.0,0.0,7.0,1130.0,1200.0
665,Neal Maupay,0.8946897983551025,0.1335577815771103,0,1,0.40297165513038635,0,3,4,0.8137980699539185,0.680240273475647,90,1.57583,8.0,3.0,2.0,0.0,0.0,0.0,13.0,1280.0,1310.0
666,Neal Maupay,1.4172009229660034,0.6560688614845276,1,2,0.08951738476753235,1,1,4,0.8347939848899841,0.14083370566368103,90,0.520678,16.0,0.0,3.0,0.0,0.0,0.0,14.0,1050.0,1030.0
667,Neal Maupay,0.32646602392196655,0.32646602392196655,0,0,0,0,0,1,0.3429744839668274,0.01650846190750599,90,1.27062,2.0,3.0,1.0,0.0,0.0,0.0,5.0,1300.0,1310.0
668,Gabriel Jesus,0.19792795181274414,0.19792795181274414,0,0,0.04562252759933472,0,2,3,0.3051714599132538,0.1671755611896515,90,0.17525,2.0,2.0,1.0,0.0,0.0,0.0,10.0,1150.0,1170.0
669,Gabriel Jesus,0.7074500322341919,0.7074500322341919,1,1,0.520330011844635,0,3,2,1.606881022453308,0.3791009783744812,90,0.284781,8.0,0.0,2.0,0.0,0.0,0.0,9.0,1190.0,1150.0
670,Gabriel Jesus,0.8114340305328369,0.8114340305328369,1,1,0,0,0,1,0.8114340305328369,0,90,0.449499,7.0,0.0,3.0,0.0,0.0,0.0,8.0,1150.0,1040.0
671,Gabriel Jesus,0.08608820289373398,0.08608820289373398,0,0,0.06505926698446274,0,1,2,0.22395218908786774,0.10448474436998367,71,2.11411,2.0,2.0,0.0,0.0,0.0,0.0,13.0,1280.0,1310.0
672,Gabriel Jesus,1.7245742082595825,1.7245742082595825,2,2,0.13598544895648956,0,2,5,1.9287216663360596,0.1294430047273636,90,0.318824,13.0,1.0,4.0,0.0,0.0,0.0,20.0,1130.0,1120.0
673,Gabriel Jesus,0,0,0,0,0,0,0,0,0.1621607095003128,0.1621607095003128,28,1.92892,1.0,0.0,2.0,0.0,0.0,0.0,19.0,1190.0,1290.0
674,Gabriel Jesus,0.08769665658473969,0.08769665658473969,0,0,0.3509388864040375,0,1,1,0.43863552808761597,0,26,0.331188,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1130.0,1220.0
675,Gabriel Jesus,0.5964875817298889,0.5964875817298889,0,0,0.10163094103336334,1,1,4,0.811202347278595,0.1307423710823059,90,1.04664,5.0,1.0,3.0,0.0,0.0,0.0,7.0,1130.0,1200.0
676,Gabriel Jesus,0.31297165155410767,0.31297165155410767,0,0,0,0,0,3,0.532750129699707,0.21977847814559937,80,0.4235,2.0,0.0,3.0,0.0,0.0,0.0,17.0,1170.0,1290.0
677,Gabriel Jesus,0,0,0,0,0.09570378065109253,1,1,0,0.09570378065109253,0.09570378065109253,16,1.17728,4.0,0.0,4.0,0.0,0.0,0.0,11.0,1190.0,1300.0
678,Gabriel Jesus,0.7116856575012207,0.7116856575012207,1,1,0,0,0,3,1.4206821918487549,0.708996593952179,90,0.0489155,9.0,0.0,2.0,0.0,0.0,0.0,4.0,1040.0,1040.0
679,Gabriel Jesus,1.1320604085922241,1.1320604085922241,1,1,0.09726319462060928,0,1,2,1.2654069662094116,0.03608335554599762,90,0.154537,9.0,0.0,1.0,0.0,0.0,0.0,15.0,1070.0,1010.0
680,Gabriel Jesus,0,0,0,0,0.029855109751224518,0,1,0,0.029855109751224518,0,27,0.568258,1.0,0.0,5.0,0.0,0.0,0.0,18.0,1040.0,1050.0
681,Gabriel Jesus,0.10094604641199112,0.10094604641199112,0,0,0.11510482430458069,0,1,2,0.3595672845840454,0.143516406416893,29,0.601768,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1140.0,1100.0
682,Gabriel Jesus,0.044948648661375046,0.044948648661375046,0,0,0.03864141181111336,0,2,1,0.12890832126140594,0.09026691317558289,90,0.0515836,2.0,0.0,4.0,0.0,0.0,0.0,6.0,1120.0,1020.0
683,Gabriel Jesus,0,0,0,0,0,0,0,0,0.060055892914533615,0.060055892914533615,22,0.177084,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1190.0,1130.0
684,Gabriel Jesus,0.07569464296102524,0.07569464296102524,0,0,0.014793283306062222,0,1,2,0.05112098902463913,0.03632770851254463,90,0.210243,2.0,1.0,1.0,0.0,0.0,0.0,18.0,1000.0,1040.0
685,Gabriel Jesus,0.3142378330230713,0.3142378330230713,0,0,0.3785802721977234,0,1,1,1.040324330329895,0.7260864973068237,90,0.591617,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1250.0,1240.0
686,Gabriel Jesus,0,0,0,0,0.133670374751091,0,1,0,0.5926706194877625,0.45900025963783264,90,0.287444,2.0,0.0,2.0,0.0,0.0,0.0,8.0,1110.0,1060.0
687,Gabriel Jesus,0.21488459408283234,0.21488459408283234,0,0,0.2097855806350708,1,2,2,0.5488258004188538,0.2120753526687622,90,0.419877,5.0,0.0,5.0,0.0,0.0,0.0,4.0,1090.0,1080.0
688,Gabriel Jesus,0.4084411561489105,0.4084411561489105,0,0,0.08101261407136917,0,1,4,0.5475668907165527,0.2597660422325134,90,0.761142,2.0,2.0,0.0,0.0,0.0,0.0,17.0,1130.0,1250.0
689,Gabriel Jesus,0.7127485275268555,0.7127485275268555,1,1,0.022347819060087204,0,1,2,0.7350963950157166,0,90,1.18789,9.0,1.0,1.0,0.0,0.0,0.0,11.0,1210.0,1230.0
690,Gabriel Jesus,0.23593679070472717,0.23593679070472717,1,1,0.24416884779930115,0,1,3,1.0407638549804688,0.5606581568717957,90,0.727677,6.0,1.0,3.0,1.0,1.0,0.0,20.0,1120.0,1040.0
691,James Maddison,0.1260615438222885,0.1260615438222885,0,0,0,0,0,2,0.1260615438222885,0,17,1.98438,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1320.0,1350.0
692,James Maddison,0.28589940071105957,0.28589940071105957,1,1,0,0,0,4,0.31096264719963074,0.25370585918426514,65,1.7084,9.0,1.0,2.0,0.0,0.0,0.0,2.0,1120.0,1080.0
693,James Maddison,0.07883970439434052,0.07883970439434052,1,1,0.36456796526908875,0,2,3,0.3480972945690155,0,90,1.68325,8.0,1.0,3.0,0.0,0.0,0.0,11.0,1210.0,1230.0
694,James Maddison,0.39943671226501465,0.39943671226501465,0,0,0.012175008654594421,0,1,6,0.35099899768829346,0,90,1.35506,2.0,0.0,0.0,1.0,1.0,0.0,20.0,1120.0,1040.0
695,James Maddison,0.01725049503147602,0.01725049503147602,0,0,1.402890682220459,2,3,1,1.4997764825820923,1.054382562637329,90,0.731288,11.0,0.0,2.0,0.0,0.0,0.0,8.0,1150.0,1040.0
696,James Maddison,0.06464114040136337,0.06464114040136337,0,0,0.11979184299707413,1,2,2,0.6595503687858582,0.5330939888954163,90,1.8141,5.0,3.0,1.0,0.0,0.0,0.0,10.0,1150.0,1170.0
697,James Maddison,0.35392075777053833,0.35392075777053833,0,0,0.02175591140985489,0,1,5,0.3506180942058563,0.15360775589942932,90,0.474981,2.0,1.0,1.0,0.0,0.0,0.0,7.0,1130.0,1200.0
698,James Maddison,0.3265712857246399,0.3265712857246399,1,1,0.03460126370191574,0,1,2,0.7495622634887695,0.422991007566452,78,0.615727,8.0,0.0,2.0,0.0,0.0,0.0,5.0,1300.0,1310.0
699,James Maddison,0.10094496607780457,0.10094496607780457,1,1,0.16266489028930664,0,3,2,0.27883443236351013,0.058380842208862305,79,0.378147,9.0,0.0,2.0,0.0,0.0,0.0,16.0,1110.0,1160.0
700,James Maddison,0.10282472521066666,0.10282472521066666,1,1,0.1236063688993454,0,2,3,0.24166305363178253,0.0673421174287796,84,0.264584,10.0,0.0,2.0,0.0,0.0,0.0,14.0,1050.0,1030.0
701,James Maddison,0.077579066157341,0.077579066157341,0,0,0.11897703260183334,1,3,1,0.21058271825313568,0.13323546946048737,90,2.08423,4.0,2.0,2.0,1.0,1.0,0.0,13.0,1280.0,1310.0
702,James Maddison,0.10787704586982727,0.10787704586982727,0,0,0.4033878743648529,0,5,4,0.6201232075691223,0.2653276324272156,90,0.945932,3.0,0.0,2.0,0.0,0.0,0.0,17.0,1130.0,1250.0
703,James Maddison,0.043638624250888824,0.043638624250888824,0,0,0.14467787742614746,0,4,2,0.1785178929567337,0.12112701684236526,90,1.51486,2.0,2.0,0.0,0.0,0.0,0.0,7.0,1100.0,1140.0
704,James Maddison,0.3583153784275055,0.3583153784275055,2,2,0.07818213105201721,0,1,6,0.5334521532058716,0.30979451537132263,78,0.791673,16.0,0.0,3.0,0.0,0.0,0.0,3.0,1190.0,1130.0
705,James Maddison,0.1340671181678772,0.1340671181678772,0,0,0.4489733576774597,1,3,2,0.6293268799781799,0.14595390856266022,90,0.290743,4.0,1.0,2.0,1.0,1.0,0.0,15.0,1020.0,1000.0
706,James Maddison,0.10972776263952255,0.10972776263952255,0,0,0.09295651316642761,0,1,3,0.03254061937332153,0,90,2.03719,2.0,2.0,1.0,0.0,0.0,0.0,8.0,1110.0,1060.0
707,James Maddison,0.07436102628707886,0.07436102628707886,0,0,0.1421276032924652,0,4,1,0.22752366960048676,0.09648093581199646,90,3.77245,2.0,3.0,0.0,0.0,0.0,0.0,11.0,1190.0,1300.0
708,James Maddison,0.12500032782554626,0.12500032782554626,0,0,0.12230979651212692,0,2,1,0.15169768035411835,0.026697341352701187,74,0.57936,3.0,0.0,1.0,0.0,0.0,0.0,20.0,1130.0,1120.0
709,James Maddison,0,0,0,0,0.05090312287211418,0,1,0,0.7469568252563477,0.7469568252563477,26,1.74822,4.0,0.0,4.0,0.0,0.0,0.0,10.0,1060.0,1210.0
710,James Maddison,0.07456351071596146,0.07456351071596146,0,0,0,0,0,4,0.033986322581768036,0,87,0.73944,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1130.0,1220.0
711,James Maddison,0.08954750746488571,0.08954750746488571,0,0,0.069101482629776,0,1,1,0.07683446258306503,0.07683446258306503,20,0.873776,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1140.0,1100.0
712,James Maddison,0.026997007429599762,0.026997007429599762,1,1,0,0,0,1,0.026997007429599762,0,21,1.44633,10.0,1.0,5.0,0.0,0.0,0.0,12.0,1280.0,1340.0
713,James Maddison,0,0,0,0,0,0,0,0,0,0,26,1.52404,1.0,1.0,4.0,0.0,0.0,0.0,4.0,1090.0,1080.0
714,James Maddison,0,0,0,0,0.04657624289393425,0,1,0,0.04657624289393425,0,14,0.352997,1.0,0.0,3.0,0.0,0.0,0.0,18.0,1040.0,1050.0
715,Diogo Jota,0.6765598654747009,0.6765598654747009,0,0,0.12659476697444916,0,2,5,1.0019538402557373,0.354974627494812,82,2.59719,3.0,0.0,1.0,0.0,0.0,0.0,10.0,1060.0,1210.0
716,Diogo Jota,0.2527872920036316,0.2527872920036316,0,0,0.04401037469506264,0,1,5,0.6550924777984619,0.4788818955421448,90,0.760621,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1140.0,1100.0
717,Diogo Jota,0.7009931206703186,0.7009931206703186,2,2,0,0,0,2,0.7009931206703186,0.13156861066818237,26,0.161161,12.0,0.0,3.0,1.0,1.0,0.0,1.0,1130.0,1220.0
718,Diogo Jota,0.17496760189533234,0.17496760189533234,1,1,0.032194916158914566,0,1,2,0.43923330307006836,0.23207077383995056,84,1.29175,8.0,0.0,1.0,0.0,0.0,0.0,20.0,1120.0,1040.0
719,Diogo Jota,0.05364902690052986,0.05364902690052986,0,0,0.041124794632196426,0,1,1,0.12339460104703903,0.028620781376957893,90,1.37047,1.0,1.0,0.0,1.0,1.0,0.0,8.0,1110.0,1060.0
720,Diogo Jota,0,0,0,0,0,0,0,0,0,0,27,1.22635,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1300.0,1310.0
721,Diogo Jota,0,0,0,0,0.05734026059508324,0,1,0,0.11516040563583374,0.057820145040750504,14,0.357753,1.0,0.0,4.0,0.0,0.0,0.0,20.0,1130.0,1120.0
722,Diogo Jota,0.10534808039665222,0.10534808039665222,1,1,0,0,0,2,0.18278568983078003,0.0774376168847084,90,2.30722,9.0,1.0,1.0,0.0,0.0,0.0,3.0,1150.0,1100.0
723,Diogo Jota,0.9565460085868835,0.9565460085868835,1,1,1.1534912586212158,0,3,5,2.217064380645752,0.6348382234573364,90,1.98397,9.0,0.0,3.0,0.0,0.0,0.0,9.0,1150.0,1230.0
724,Diogo Jota,0.18129435181617737,0.18129435181617737,0,0,0,0,0,3,0.11403771489858627,0,90,1.58487,2.0,1.0,1.0,0.0,0.0,0.0,12.0,1280.0,1340.0
725,Diogo Jota,0.38926634192466736,0.38926634192466736,1,1,0,0,0,1,0.4364539086818695,0.04718758910894394,18,0.269048,8.0,0.0,2.0,0.0,0.0,0.0,19.0,1190.0,1290.0
726,Diogo Jota,0.31936338543891907,0.31936338543891907,1,1,0,0,0,1,0.6289955377578735,0.30963215231895447,86,1.39788,9.0,1.0,2.0,0.0,0.0,0.0,15.0,1070.0,1010.0
727,Diogo Jota,0.10109953582286835,0.10109953582286835,0,0,0.2039484977722168,0,1,1,0.34961193799972534,0.044563885778188705,9,1.35998,1.0,1.0,2.0,0.0,0.0,0.0,7.0,1130.0,1200.0
728,Diogo Jota,0.11389050632715225,0.11389050632715225,0,0,0.020505042746663094,0,1,4,0.6103361248970032,0.4759405851364136,90,3.07626,2.0,7.0,2.0,0.0,0.0,0.0,2.0,1120.0,1080.0
729,Diogo Jota,0.4636201858520508,0.4636201858520508,1,1,0,0,0,3,0.4636201858520508,0,9,1.17817,6.0,0.0,3.0,0.0,0.0,0.0,1.0,1150.0,1210.0
730,Matheus Pereira,0.9169087409973145,0.15573987364768982,0,1,0.42640766501426697,0,2,3,0.7725822925567627,0.23369081318378448,90,1.5002,9.0,0.0,3.0,0.0,0.0,0.0,16.0,1110.0,1160.0
731,Matheus Pereira,0.4746578335762024,0.4746578335762024,2,2,0.6251330375671387,2,3,6,0.9502332806587219,0.21953395009040833,90,2.55917,21.0,2.0,5.0,0.0,0.0,0.0,5.0,1260.0,1250.0
732,Matheus Pereira,0.02680603601038456,0.02680603601038456,0,0,0.09567853063344955,0,2,1,0.15511830151081085,0.08089335262775421,65,1.30694,2.0,1.0,0.0,0.0,0.0,0.0,6.0,1030.0,1010.0
733,Matheus Pereira,0.06949953734874725,0.06949953734874725,0,0,0.16527485847473145,0,2,1,0.9176254868507385,0.886292576789856,90,0.454577,3.0,0.0,0.0,0.0,0.0,0.0,14.0,1060.0,1110.0
